model year,make,model,vehicle class,engine size (l),cylinders,transmission,fuel type,fuel consumption city (l/100 km),fuel consumption hwy (l/100 km),fuel consumption comb (l/100 km),fuel consumption comb (mpg),co2 emissions (g/km),co2 rating,smog rating
2021,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,340,2,3
2021,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16.0,19.0,15,315,3,3
2021,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,13.9,10.1,12.2,23,286,3,5
2021,Chevrolet,Silverado (Without DFM),Pickup truck: Standard,5.3,8,A8,X,15.9,10.8,13.6,21,319,3,5
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275,4,6
2021,Chevrolet,Silverado 4WD Custom/WT,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275,4,6
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,3.0,6,A10,D,10.6,9.2,10.0,28,268,4,3
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14.0,20,329,3,6
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,4.3,6,A6,X,16.3,13.0,14.8,19,347,2,6
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A6,X,16.0,11.8,14.1,20,331,3,5
2021,Chevrolet,Silverado 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,19,348,2,5
2021,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347,2,3
2021,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.0,16.4,19.5,14,326,3,3
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A6,X,16.5,13.1,15.0,19,350,2,5
2021,Chevrolet,Silverado 4WD Trail Boss (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.8,13.2,15.7,18,368,2,5
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,X,14.4,10.6,12.7,22,299,3,5
2021,Chevrolet,Silverado 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,16.8,11.4,14.4,20,339,2,5
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.7,12.7,22,298,3,5
2021,Chevrolet,Silverado 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.3,11.0,13.3,21,313,3,5
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307,3,5
2021,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.6,11.4,13.7,21,321,3,5
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,14.7,11.0,13.1,22,306,3,3
2021,Chevrolet,Silverado 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,15.6,11.6,13.8,20,324,3,3
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3,3
2021,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.8,12.7,15.0,19,352,2,3
2021,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.7,6.2,7.0,40,165,7,5
2021,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8.0,6.2,7.2,39,170,7,5
2021,Chevrolet,Suburban,SUV: Standard,3.0,6,A10,D,11.3,8.6,10.1,28,272,4,3
2021,Chevrolet,Suburban,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309,3,5
2021,Chevrolet,Suburban (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12.0,13.8,20,325,3,5
2021,Chevrolet,Suburban 4WD,SUV: Standard,3.0,6,A10,D,12.0,8.9,10.6,27,277,4,3
2021,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,X,15.3,12.4,14.0,20,328,3,5
2021,Chevrolet,Suburban 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,12.6,14.5,19,341,2,5
2021,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347,2,3
2021,Chevrolet,Suburban 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357,2,3
2021,Chevrolet,Tahoe,SUV: Standard,3.0,6,A10,D,11.0,8.4,9.8,29,263,4,3
2021,Chevrolet,Tahoe,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309,3,5
2021,Chevrolet,Tahoe (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12.0,13.8,20,325,3,5
2021,Chevrolet,Tahoe 4WD,SUV: Standard,3.0,6,A10,D,12.0,8.9,10.6,27,277,4,3
2021,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A10,X,14.8,11.8,13.5,21,317,3,5
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.5,12.0,13.9,20,327,3,5
2021,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347,2,3
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357,2,3
2021,Chevrolet,Trailblazer,SUV: Small,1.2,3,AV,X,8.4,7.5,8.0,35,188,6,7
2021,Chevrolet,Trailblazer,SUV: Small,1.3,3,AV,X,8.0,7.2,7.6,37,179,7,7
2021,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,X,8.9,7.8,8.4,34,196,6,7
2021,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,X,13.0,8.8,11.1,25,261,4,6
2021,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,24,277,4,6
2021,Chevrolet,Trax,SUV: Small,1.4,4,AS6,X,9.1,7.6,8.4,34,196,6,5
2021,Chevrolet,Trax (SIDI),SUV: Small,1.4,4,AS6,X,9.7,7.3,8.6,33,203,6,7
2021,Chevrolet,Trax 4WD,SUV: Small,1.4,4,AS6,X,10.0,8.0,9.1,31,214,5,5
2021,Chevrolet,Trax 4WD (SIDI),SUV: Small,1.4,4,AS6,X,10.2,7.7,9.1,31,214,5,7
2021,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2021,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2021,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,4,3
2021,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,4,7
2021,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,4,7
2021,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12.0,24,279,4,7
2021,Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2021,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2021,Dodge,Challenger,Mid-size,5.7,8,M6,Z,15.6,10.1,13.1,22,307,3,1
2021,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.9,9.6,13.1,22,306,3,1
2021,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3,1
2021,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,4,3
2021,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.9,9.6,13.1,22,306,3,1
2021,Dodge,Challenger Widebody,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3,1
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,339,2,1
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2,1
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.3,15.3,18,359,2,1
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2,1
2021,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2021,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2021,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.9,9.6,13.1,22,306,3,1
2021,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,4,3
2021,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.9,9.6,13.1,22,306,3,1
2021,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,19.0,11.5,15.6,18,368,2,1
2021,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265,4,7
2021,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,5
2021,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,18,363,2,1
2021,Dodge,Durango AWD SRT Hellcat,SUV: Standard,6.2,8,A8,Z,20.5,13.8,17.4,16,410,1,1
2021,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10.0,7.9,9.1,31,221,5,6
2021,Ford,Bronco 4WD,SUV: Small,2.3,4,AS10,X,11.7,10.7,11.2,25,264,4,5
2021,Ford,Bronco 4WD,SUV: Small,2.3,4,M7,X,11.6,10.9,11.3,25,265,4,5
2021,Ford,Bronco 4WD,SUV: Small,2.7,6,AS10,X,12.8,11.6,12.2,23,287,3,6
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,13.5,13.7,13.6,21,318,3,5
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.7,13.3,14.1,20,330,3,5
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.7,6,AS10,X,13.7,13.1,13.4,21,315,3,6
2021,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,308,3,5
2021,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,M7,X,13.8,12.4,13.2,21,310,3,5
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,308,3,5
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,X,14.0,13.9,13.9,20,327,3,6
2021,Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,X,9.3,8.3,8.9,32,209,5,7
2021,Ford,Bronco Sport 4WD,SUV: Small,2.0,4,AS8,X,11.1,8.9,10.1,28,238,5,5
2021,Ford,EcoSport,SUV: Small,1.0,3,AS6,X,8.6,8.1,8.4,34,197,6,5
2021,Ford,EcoSport AWD,SUV: Small,2.0,4,AS6,X,10.2,8.0,9.2,31,217,5,5
2021,Ford,Edge,SUV: Small,2.0,4,A8,X,11.2,8.1,9.8,29,229,5,5
2021,Ford,Edge AWD,SUV: Small,2.0,4,A8,X,11.5,8.3,10.0,28,236,5,5
2021,Ford,Edge AWD,SUV: Small,2.0,4,AS8,X,11.5,8.3,10.1,28,237,5,5
2021,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.1,25,262,4,5
2021,Ford,Escape,SUV: Small,1.5,3,A8,X,8.5,6.8,7.8,36,182,6,7
2021,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,9.0,7.6,8.4,34,198,6,7
2021,Ford,Escape AWD,SUV: Small,2.0,4,A8,X,10.4,7.5,9.1,31,213,5,5
2021,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.4,6.3,5.8,49,136,8,7
2021,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,48,139,8,7
2021,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.1,10.7,12.6,22,295,3,5
2021,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.7,11.2,13.1,22,308,3,5
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,X,11.7,8.6,10.3,27,242,5,5
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,X,11.7,8.6,10.3,27,242,5,5
2021,Ford,Explorer AWD,SUV: Standard,3.0,6,AS10,X,13.4,9.8,11.8,24,277,4,5
2021,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,12.2,10.4,11.4,25,268,4,5
2021,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,10.1,9.0,9.6,29,225,5,5
2021,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.0,9.3,10.8,26,253,4,6
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.0,9.8,11.0,26,259,4,6
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,16.6,12.6,14.8,19,242,5,6
2021,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.1,10.0,11.7,24,274,4,6
2021,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,X,14.0,10.0,12.2,23,287,3,5
2021,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,E,20.9,13.6,17.6,16,291,3,5
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,X,14.5,10.3,12.6,22,296,3,5
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,E,19.8,13.7,17.1,17,284,3,5
2021,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.8,10.0,11.5,25,271,4,6
2021,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13.5,10.0,11.9,24,280,4,6
2021,Ford,F-150 4X4,Pickup truck: Standard,3.0,6,AS10,D,11.9,9.1,10.7,26,287,3,1
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,X,12.5,10.7,11.7,24,275,4,6
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,E,17.2,13.1,15.4,18,252,4,6
2021,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,13.5,10.2,12.0,24,282,4,6
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8,AS10,X,14.8,10.9,13.1,22,307,3,5
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8,AS10,E,21.5,14.5,18.3,15,303,3,5
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,X,15.4,11.0,13.4,21,315,3,5
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,E,21.0,14.7,18.1,16,301,3,5
2021,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.8,13.2,14.6,19,344,2,6
2021,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.8,13.2,15.2,19,357,2,6
2021,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,X,16.0,14.4,15.3,18,359,2,6
2021,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.6,14.8,15.8,18,370,2,6
2021,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.8,13.2,21,310,3,6
2021,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.7,11.7,13.3,21,313,3,6
2021,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,X,9.5,9.1,9.3,30,217,5,5
2021,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,9.8,9.7,9.8,29,229,5,5
2021,Ford,GT,Two-seater,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,1,3
2021,Ford,Mustang,Subcompact,2.3,4,A10,X,11.0,7.5,9.4,30,221,5,5
2021,Ford,Mustang,Subcompact,2.3,4,AS10,X,11.0,7.5,9.4,30,222,5,5
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,11.7,8.6,10.3,27,242,5,5
2021,Ford,Mustang,Subcompact,2.3,4,M6,X,11.4,8.1,9.9,29,233,5,5
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,11.9,8.7,10.5,27,246,4,5
2021,Ford,Mustang,Subcompact,5.0,8,AS10,X,15.3,9.8,12.8,22,300,3,3
2021,Ford,Mustang,Subcompact,5.0,8,M6,X,16.2,10.0,13.4,21,314,3,3
2021,Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,12.0,8.5,10.4,27,244,5,5
2021,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,11.9,8.4,10.3,27,241,5,5
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,12.1,8.9,10.7,26,251,4,5
2021,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.6,10.4,27,244,5,5
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,X,12.4,9.3,11.0,26,258,4,5
2021,Ford,Mustang Convertible,Subcompact,5.0,8,AS10,X,15.8,10.4,13.3,21,312,3,3
2021,Ford,Mustang Mach 1,Subcompact,5.0,8,AS10,X,15.3,10.1,12.9,22,303,3,3
2021,Ford,Mustang Mach 1,Subcompact,5.0,8,M6,X,16.6,10.5,13.9,20,325,3,3
2021,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,26,256,4,5
2021,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,X,12.1,12.3,12.2,23,287,3,3
2021,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.8,16.7,17,393,1,3
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,X,16.2,12.4,14.5,19,341,2,1
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,E,21.6,16.4,19.3,15,321,3,1
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,X,16.8,13.0,15.1,19,354,2,1
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,22.3,17.0,19.9,14,331,3,1
2021,Ford,Transit Connect Van,Special purpose vehicle,2.0,4,AS8,X,9.8,8.8,9.3,30,217,5,6
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,X,9.8,8.8,9.3,30,217,5,5
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,E,13.3,11.8,12.6,22,209,5,5
2021,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,12.0,8.8,10.6,27,247,4,5
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,X,9.9,8.2,9.2,31,214,5,6
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,X,9.9,8.2,9.2,31,214,5,5
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,E,13.7,11.1,12.5,23,208,6,5
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9.0,10.7,26,251,4,5
2021,Genesis,G70,Compact,2.0,4,M6,Z,12.8,8.5,10.9,26,255,4,3
2021,Genesis,G70 AWD,Compact,2.0,4,AS8,Z,11.4,8.5,10.1,28,236,5,3
2021,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12.0,24,284,3,3
2021,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225,5,5
2021,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,12.9,9.0,11.2,25,262,4,5
2021,Genesis,G90 AWD,Full-size,5.0,8,AS8,Z,15.0,10.1,12.8,22,303,3,5
2021,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,Z,11.3,9.5,10.5,27,248,4,5
2021,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279,4,5
2021,GMC,Acadia,SUV: Standard,2.0,4,A9,X,10.6,8.0,9.4,30,221,5,7
2021,GMC,Acadia,SUV: Standard,2.5,4,A9,X,11.3,8.9,10.2,28,238,5,5
2021,GMC,Acadia,SUV: Standard,3.6,6,A9,X,12.2,8.8,10.7,26,250,4,6
2021,GMC,Acadia AWD,SUV: Standard,2.0,4,A9,X,10.6,8.7,9.7,29,227,5,7
2021,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,12.5,9.0,10.9,26,256,4,6
2021,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,257,4,6
2021,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,294,3,3
2021,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,263,4,6
2021,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.9,11.4,25,268,4,6
2021,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,294,3,3
2021,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14.9,10.9,13.1,22,306,3,6
2021,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263,4,6
2021,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263,4,6
2021,GMC,Sierra,Pickup truck: Standard,3.0,6,A10,D,10.2,7.8,9.1,31,245,5,3
2021,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318,3,6
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,20,325,3,5
2021,GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,X,16.7,11.4,14.3,20,336,2,5
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,340,2,3
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16.0,19.0,15,315,3,3
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14.0,10.1,12.3,23,288,3,5
2021,GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,X,16.0,10.9,13.7,21,321,3,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13.0,11.4,12.3,23,288,3,6
2021,GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,X,13.3,11.8,12.6,22,295,3,6
2021,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,D,10.6,9.2,10.0,28,268,4,3
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,3.0,6,A10,D,10.6,9.2,10.0,28,268,4,3
2021,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14.0,20,329,3,6
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,16.0,11.8,14.1,20,331,3,5
2021,GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,19,348,2,5
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347,2,3
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.0,16.4,19.5,14,326,3,3
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,355,2,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,313,3,5
2021,GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,349,2,5
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,312,3,5
2021,GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,348,2,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.7,12.7,22,298,3,5
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.3,11.0,13.3,21,313,3,5
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307,3,5
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.6,11.4,13.7,21,321,3,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.1,11.5,13.5,21,316,3,3
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.2,12.0,14.3,20,335,3,3
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3,3
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.8,12.7,15.0,19,352,2,3
2021,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.8,8.6,33,201,6,7
2021,GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,9.6,8.3,9.0,31,211,5,7
2021,GMC,Yukon,SUV: Standard,3.0,6,A10,D,11.3,8.6,10.1,28,272,4,3
2021,GMC,Yukon,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309,3,5
2021,GMC,Yukon (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12.0,13.8,20,325,3,5
2021,GMC,Yukon 4WD,SUV: Standard,3.0,6,A10,D,12.0,8.9,10.6,27,277,4,3
2021,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,X,14.8,11.8,13.5,21,317,3,5
2021,GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.5,12.0,13.9,20,327,3,5
2021,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347,2,3
2021,GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357,2,3
2021,GMC,Yukon XL,SUV: Standard,3.0,6,A10,D,11.3,8.6,10.1,28,272,4,3
2021,GMC,Yukon XL,SUV: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309,3,5
2021,GMC,Yukon XL (Without Stop-Start),SUV: Standard,5.3,8,A10,X,15.3,12.0,13.8,20,325,3,5
2021,GMC,Yukon XL 4WD,SUV: Standard,3.0,6,A10,D,12.0,8.9,10.6,27,277,4,3
2021,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,X,15.3,12.4,14.0,20,328,3,5
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,12.6,14.5,19,341,2,5
2021,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347,2,3
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357,2,3
